Gender,Age,Height,Weight,Calories,BMI,,,,,,
male,45.9,179,79,129,24.68,,,,,,
male,19.6,180,81,39,24.95,,,,,,
male,26.4,184,76,24,22.42,,,,,,
female,60.6,148,54,5,24.77,,,,,,
female,56.2,150,50,28,22.27,,,,,,
female,24.3,156,57,91,23.36,,,,,,
male,29.8,187,82,69,23.50,,,,,,
male,31.5,178,78,201,24.50,,,,,,
male,37.0,164,67,9,24.80,,,,,,
female,18.8,165,64,150,23.55,,,,,,
female,27.2,170,66,18,22.69,,,,,,
female,43.9,174,66,33,21.86,,,,,,
female,53.7,178,75,40,23.75,,,,,,
male,55.7,193,98,149,26.45,,,,,,
female,79.2,152,59,92,25.31,,,,,,
female,52.7,160,57,161,22.14,,,,,,
male,50.6,183,93,113,27.81,,,,,,
male,20.3,200,101,120,25.09,,,,,,
male,23.6,166,71,113,25.78,,,,,,
female,34.1,166,60,27,22.01,,,,,,
female,28.7,167,58,32,20.83,,,,,,
male,31.6,188,96,96,27.15,,,,,,
male,48.2,194,96,140,25.46,,,,,,
male,57.8,193,95,164,25.63,,,,,,
male,77.2,179,93,5,29.13,,,,,,
female,44.2,161,59,16,22.71,,,,,,
female,44.5,148,52,34,23.98,,,,,,
female,28.9,162,64,74,24.33,,,,,,
female,32.2,159,55,179,21.98,,,,,,
male,30.7,183,76,3,22.77,,,,,,
male,30.1,172,78,78,26.59,,,,,,
female,68.5,156,60,51,24.41,,,,,,
male,62.1,173,80,102,26.89,,,,,,
male,22.2,170,67,102,23.17,,,,,,
female,59.4,154,54,181,22.70,,,,,,
male,71.7,163,70,173,26.44,,,,,,
female,20.5,176,69,5,22.27,,,,,,
male,36.4,192,90,101,24.55,,,,,,
female,20.6,147,45,92,20.79,,,,,,
female,31.7,162,62,183,23.72,,,,,,
male,72.2,193,98,55,26.44,,,,,,
female,24.7,149,50,133,22.39,,,,,,
female,19.6,167,66,68,23.50,,,,,,
male,29.2,181,87,109,26.69,,,,,,
female,30.1,166,63,154,23.07,,,,,,
male,46.7,171,72,76,24.60,,,,,,
female,32.1,168,66,156,23.28,,,,,,
male,28.2,176,78,26,25.33,,,,,,
male,24.3,182,85,56,25.67,,,,,,
male,46.0,196,97,95,25.33,,,,,,
female,28.8,159,59,117,23.18,,,,,,
female,31.4,146,51,56,24.03,,,,,,
male,43.8,194,96,70,25.52,,,,,,
female,56.2,162,61,124,23.33,,,,,,
female,46.4,167,73,109,25.99,,,,,,
male,51.6,207,110,84,25.70,,,,,,
male,22.3,178,79,5,24.80,,,,,,
male,35.1,182,87,126,26.34,,,,,,
male,55.7,184,93,105,27.52,,,,,,
male,49.7,180,82,249,25.16,,,,,,
female,24.3,175,66,31,21.44,,,,,,
male,30.2,183,89,77,26.83,,,,,,
male,51.3,176,81,13,26.44,,,,,,
male,67.4,183,92,90,27.50,,,,,,
female,38.2,166,59,162,21.29,,,,,,
female,78.3,171,78,31,26.56,,,,,,
male,77.1,184,90,130,26.59,,,,,,
male,28.3,185,90,29,26.24,,,,,,
female,31.1,171,68,57,23.00,,,,,,
female,30.5,172,73,179,24.51,,,,,,
female,66.4,172,75,14,25.40,,,,,,
male,35.9,170,77,24,26.69,,,,,,
female,24.3,159,59,20,23.12,,,,,,
male,43.5,195,91,28,23.94,,,,,,
female,20.2,176,68,78,21.89,,,,,,
female,25.5,166,64,91,23.37,,,,,,
female,40.6,165,66,30,24.30,,,,,,
male,36.5,193,96,53,25.72,,,,,,
male,23.4,176,78,140,25.36,,,,,,
male,58.5,177,88,67,27.96,,,,,,
male,21.0,192,92,99,24.75,,,,,,
female,39.6,185,87,71,25.59,,,,,,
female,71.3,152,50,204,21.63,,,,,,
male,34.7,201,98,23,24.43,,,,,,
female,23.7,167,61,148,21.85,,,,,,
female,22.3,158,54,138,21.59,,,,,,
male,20.7,176,77,180,24.89,,,,,,
male,48.7,188,88,112,24.77,,,,,,
male,38.1,182,81,146,24.46,,,,,,
female,41.6,171,68,92,23.23,,,,,,
female,23.1,172,72,19,24.34,,,,,,
male,77.9,200,98,79,24.31,,,,,,
male,64.8,182,84,123,25.20,,,,,,
male,76.6,181,85,36,25.92,,,,,,
male,36.2,181,82,146,24.92,,,,,,
female,46.6,157,61,118,24.48,,,,,,
male,35.5,175,74,84,24.13,,,,,,
male,42.1,193,89,90,23.78,,,,,,
male,36.6,173,78,37,26.01,,,,,,
male,65.9,186,94,44,27.36,,,,,,
male,50.3,180,82,127,25.23,,,,,,
female,48.1,166,63,168,22.80,,,,,,
female,76.0,183,76,8,22.75,,,,,,
female,30.0,164,59,18,21.77,,,,,,
female,25.3,164,63,75,23.52,,,,,,
female,48.5,157,56,179,22.80,,,,,,
female,47.4,165,64,11,23.42,,,,,,
male,63.9,181,83,65,25.35,,,,,,
male,65.3,182,88,44,26.71,,,,,,
female,57.3,169,73,28,25.51,,,,,,
female,33.3,181,70,3,21.51,,,,,,
male,50.2,189,95,192,26.65,,,,,,
female,36.1,161,63,69,24.22,,,,,,
female,33.6,163,62,57,23.56,,,,,,
female,34.6,166,66,65,24.05,,,,,,
female,76.8,160,64,81,24.92,,,,,,
female,43.5,169,71,31,24.87,,,,,,
female,38.8,148,54,74,24.54,,,,,,
female,58.1,169,64,219,22.41,,,,,,
male,33.5,181,85,93,26.11,,,,,,
male,70.9,174,76,216,25.15,,,,,,
female,19.0,160,53,103,20.79,,,,,,
male,72.4,183,89,58,26.67,,,,,,
male,44.8,183,86,90,25.65,,,,,,
female,69.2,171,70,138,24.04,,,,,,
male,63.5,196,105,71,27.22,,,,,,
female,28.4,150,47,143,21.06,,,,,,
male,40.0,182,86,163,25.82,,,,,,
female,21.1,160,60,134,23.40,,,,,,
female,18.6,156,55,156,22.69,,,,,,
female,69.0,168,63,84,22.26,,,,,,
female,40.1,158,56,16,22.65,,,,,,
female,56.6,159,58,22,23.06,,,,,,
female,63.2,158,61,191,24.65,,,,,,
female,60.3,168,72,53,25.57,,,,,,
female,49.0,177,77,4,24.67,,,,,,
female,73.7,179,83,182,25.88,,,,,,
male,31.4,182,90,104,27.23,,,,,,
male,39.6,176,78,11,25.17,,,,,,
female,22.3,166,60,141,21.67,,,,,,
female,37.0,156,55,29,22.84,,,,,,
female,56.4,160,63,230,24.67,,,,,,
male,57.2,187,90,44,25.65,,,,,,
female,27.9,161,66,86,25.65,,,,,,
male,49.0,184,87,83,25.76,,,,,,
male,22.5,189,89,42,24.86,,,,,,
female,44.4,161,61,40,23.35,,,,,,
male,78.2,183,86,73,25.55,,,,,,
male,25.7,199,101,120,25.33,,,,,,
male,24.7,175,81,14,26.34,,,,,,
female,21.6,161,56,5,21.45,,,,,,
female,38.6,171,67,4,22.88,,,,,,
female,53.0,158,56,84,22.58,,,,,,
male,47.8,192,88,30,23.95,,,,,,
male,43.3,169,73,181,25.49,,,,,,
male,55.6,200,99,155,24.81,,,,,,
female,75.6,176,78,4,25.09,,,,,,
male,63.1,177,86,19,27.57,,,,,,
female,23.2,161,63,6,24.44,,,,,,
female,37.6,163,58,137,21.77,,,,,,
male,26.3,210,111,134,25.06,,,,,,
male,22.8,199,98,67,24.79,,,,,,
female,58.1,167,65,76,23.22,,,,,,
female,64.0,166,62,98,22.56,,,,,,
male,63.9,183,92,156,27.45,,,,,,
male,65.3,185,94,86,27.61,,,,,,
male,57.3,192,98,133,26.43,,,,,,
male,27.3,174,81,12,26.62,,,,,,
male,32.0,189,95,91,26.61,,,,,,
male,27.0,169,72,186,25.16,,,,,,
female,39.4,160,59,103,22.86,,,,,,
female,41.2,154,57,107,23.93,,,,,,
male,60.9,165,78,43,28.69,,,,,,
male,25.7,204,109,101,26.03,,,,,,
male,26.6,187,83,129,23.57,,,,,,
female,54.2,159,61,62,24.37,,,,,,
male,35.7,193,95,25,25.51,,,,,,
female,21.2,152,51,38,22.02,,,,,,
male,70.2,200,104,178,25.98,,,,,,
male,54.9,194,93,161,24.70,,,,,,
female,40.9,161,64,15,24.76,,,,,,
male,70.5,173,78,8,25.97,,,,,,
male,36.2,185,80,49,23.39,,,,,,
male,46.9,170,74,237,25.64,,,,,,
female,54.6,165,58,46,21.27,,,,,,
female,28.0,157,61,74,24.67,,,,,,
female,21.2,179,76,146,23.68,,,,,,
male,29.5,192,89,134,24.05,,,,,,
male,23.1,179,75,42,23.45,,,,,,
female,60.7,164,60,15,22.34,,,,,,
female,35.0,150,49,143,21.69,,,,,,
male,37.0,189,90,85,25.32,,,,,,
female,25.9,159,61,70,24.01,,,,,,
male,30.0,183,81,34,23.98,,,,,,
female,57.4,159,59,162,23.36,,,,,,
male,26.1,202,107,189,26.22,,,,,,
female,27.9,167,67,61,24.04,,,,,,
female,29.6,167,57,187,20.49,,,,,,
female,23.1,161,63,64,24.38,,,,,,
female,51.2,152,51,87,21.86,,,,,,
male,67.7,204,102,191,24.58,,,,,,
male,39.1,192,92,54,24.98,,,,,,
male,49.8,185,89,46,25.93,,,,,,
female,34.2,142,46,23,22.57,,,,,,
male,59.4,171,82,186,28.33,,,,,,
female,19.9,165,65,44,23.90,,,,,,
female,69.5,166,63,191,22.89,,,,,,
male,69.4,198,102,179,26.12,,,,,,
female,35.0,152,55,111,23.75,,,,,,
female,33.8,179,75,16,23.38,,,,,,
male,29.0,190,90,206,25.09,,,,,,
male,26.3,183,88,85,26.40,,,,,,
female,68.9,168,72,128,25.56,,,,,,
male,22.3,191,82,5,22.48,,,,,,
male,60.6,179,81,29,25.11,,,,,,
male,56.2,180,77,172,23.77,,,,,,
female,29.7,162,59,90,22.25,,,,,,
male,50.9,167,74,237,26.82,,,,,,
male,35.1,184,85,79,25.23,,,,,,
male,37.4,199,100,33,25.33,,,,,,
female,41.3,180,75,146,23.21,,,,,,
female,51.2,160,59,16,23.07,,,,,,
male,25.8,177,77,148,24.83,,,,,,
male,23.8,173,74,98,24.66,,,,,,
female,78.6,160,53,126,20.70,,,,,,
male,69.6,178,85,250,26.84,,,,,,
male,24.1,183,84,6,25.17,,,,,,
female,68.1,173,70,27,23.33,,,,,,
male,32.8,173,77,6,25.88,,,,,,
male,26.4,196,102,60,26.39,,,,,,
female,56.8,160,63,184,24.60,,,,,,
male,56.5,196,95,176,24.55,,,,,,
male,37.1,180,86,157,26.48,,,,,,
female,24.7,180,73,2,22.42,,,,,,
female,20.2,151,53,178,23.26,,,,,,
female,61.2,167,64,66,22.98,,,,,,
female,74.4,176,70,105,22.65,,,,,,
female,21.3,168,62,123,21.71,,,,,,
male,46.4,172,72,110,24.30,,,,,,
male,46.8,175,73,71,23.98,,,,,,
female,23.7,176,76,90,24.50,,,,,,
male,33.3,181,81,141,24.88,,,,,,
male,22.2,172,72,12,24.21,,,,,,
female,20.6,165,58,60,21.28,,,,,,
male,60.7,185,89,186,26.11,,,,,,
male,22.0,182,81,151,24.58,,,,,,
female,26.9,179,73,74,22.85,,,,,,
female,54.9,158,61,75,24.44,,,,,,
male,43.1,180,79,54,24.49,,,,,,
female,40.8,170,71,54,24.81,,,,,,
male,56.3,182,87,146,26.11,,,,,,
female,19.2,186,73,90,21.07,,,,,,
female,19.8,154,51,192,21.41,,,,,,
male,33.9,186,91,69,26.35,,,,,,
male,20.0,198,91,45,23.07,,,,,,
male,77.6,196,109,93,28.27,,,,,,
male,51.8,181,87,42,26.63,,,,,,
female,74.0,162,59,32,22.58,,,,,,
male,21.8,189,88,86,24.58,,,,,,
female,22.5,167,69,101,24.61,,,,,,
female,37.4,175,68,134,22.07,,,,,,
female,73.6,155,59,8,24.33,,,,,,
male,27.1,191,91,170,24.88,,,,,,
female,44.1,151,53,34,23.32,,,,,,
male,73.2,176,81,165,26.32,,,,,,
male,54.1,175,81,109,26.44,,,,,,
female,38.6,170,70,60,24.14,,,,,,
female,19.8,174,69,78,22.91,,,,,,
male,41.1,189,89,7,24.96,,,,,,
female,60.0,170,70,22,24.37,,,,,,
female,21.1,189,82,81,22.96,,,,,,
male,40.5,174,75,11,24.50,,,,,,
male,66.4,163,69,132,26.16,,,,,,
female,58.7,132,39,56,22.33,,,,,,
female,75.1,144,53,27,25.47,,,,,,
female,21.4,172,61,124,20.86,,,,,,
male,40.7,185,90,102,26.29,,,,,,
female,24.3,155,55,193,22.82,,,,,,
male,23.7,167,72,107,25.78,,,,,,
male,58.9,189,101,198,28.16,,,,,,
male,41.7,187,94,151,26.97,,,,,,
male,43.4,214,113,14,24.71,,,,,,
female,27.6,162,56,137,21.53,,,,,,
male,28.6,180,84,126,25.88,,,,,,
male,35.1,182,82,8,24.79,,,,,,
male,59.6,173,84,172,27.99,,,,,,
female,21.9,164,61,178,22.64,,,,,,
male,63.0,172,77,22,26.00,,,,,,
female,77.0,180,78,137,24.01,,,,,,
female,56.7,153,52,92,22.30,,,,,,
male,19.5,178,77,93,24.32,,,,,,
female,49.3,164,59,112,21.93,,,,,,
male,37.4,201,99,93,24.50,,,,,,
male,24.8,176,75,23,24.14,,,,,,
male,63.0,185,93,152,27.14,,,,,,
male,28.3,185,88,104,25.65,,,,,,
female,55.2,173,68,8,22.58,,,,,,
female,23.0,153,59,70,24.86,,,,,,
female,65.7,150,53,142,23.56,,,,,,
male,42.7,197,93,10,24.18,,,,,,
male,21.5,180,78,10,24.16,,,,,,
male,51.8,185,85,155,24.96,,,,,,
female,32.9,174,65,68,21.52,,,,,,
female,36.6,174,68,154,22.60,,,,,,
male,30.5,190,90,10,25.09,,,,,,
female,26.5,173,78,195,26.00,,,,,,
male,25.6,197,93,139,23.89,,,,,,
male,50.9,181,83,147,25.30,,,,,,
male,69.0,192,99,84,26.96,,,,,,
female,41.8,172,61,166,20.53,,,,,,
male,30.6,182,78,52,23.61,,,,,,
male,19.2,173,74,153,24.81,,,,,,
female,19.7,176,66,42,21.29,,,,,,
male,44.9,172,78,23,26.35,,,,,,
female,51.5,173,74,35,24.72,,,,,,
female,33.6,160,55,99,21.41,,,,,,
male,79.2,178,82,75,25.89,,,,,,
female,23.7,152,57,1,24.54,,,,,,
male,22.0,196,100,98,26.11,,,,,,
male,38.9,174,81,55,26.84,,,,,,
female,21.7,171,65,100,22.15,,,,,,
male,35.8,193,91,31,24.53,,,,,,
female,24.6,172,59,168,20.04,,,,,,
male,26.1,176,78,1,25.08,,,,,,
female,72.3,184,78,165,22.96,,,,,,
male,38.8,174,80,117,26.42,,,,,,
male,54.3,191,93,124,25.52,,,,,,
female,25.6,168,67,72,23.75,,,,,,
male,17.7,183,79,107,23.41,,,,,,
female,21.8,157,55,15,22.31,,,,,,
male,24.8,203,103,47,24.93,,,,,,
female,69.9,155,55,51,23.10,,,,,,
male,22.7,185,83,106,24.15,,,,,,
male,66.1,184,87,196,25.84,,,,,,
male,48.1,199,104,68,26.24,,,,,,
male,25.7,193,97,148,25.84,,,,,,
male,33.0,190,96,57,26.58,,,,,,
female,44.9,169,70,104,24.25,,,,,,
female,72.2,187,78,78,22.34,,,,,,
male,36.8,187,85,75,24.27,,,,,,
male,26.7,196,93,90,24.40,,,,,,
male,38.8,181,89,65,27.40,,,,,,
male,53.5,198,97,7,24.79,,,,,,
female,47.6,167,71,16,25.43,,,,,,
female,35.6,161,58,62,22.39,,,,,,
female,59.9,153,56,76,23.66,,,,,,
male,44.3,192,94,88,25.61,,,,,,
female,18.0,148,53,10,24.12,,,,,,
male,38.4,170,76,66,26.27,,,,,,
female,26.4,157,57,30,23.28,,,,,,
female,25.6,166,59,104,21.40,,,,,,
female,37.5,166,62,157,22.54,,,,,,
male,38.5,196,102,22,26.58,,,,,,
male,27.5,172,80,174,27.07,,,,,,
female,42.3,177,75,106,24.03,,,,,,
female,23.0,165,67,62,24.50,,,,,,
female,21.7,157,55,103,22.05,,,,,,
female,63.2,157,60,203,24.36,,,,,,
female,26.3,161,58,75,22.40,,,,,,
female,50.5,168,70,109,24.72,,,,,,
female,59.3,159,58,101,23.07,,,,,,
female,24.1,164,63,15,23.28,,,,,,
male,42.5,179,80,119,24.73,,,,,,
female,49.4,162,59,9,22.68,,,,,,
male,41.1,178,81,52,25.57,,,,,,
male,22.3,192,92,167,24.91,,,,,,
male,27.7,192,94,7,25.65,,,,,,
male,25.3,192,87,88,23.44,,,,,,
male,52.5,183,89,8,26.43,,,,,,
male,71.7,182,83,93,24.98,,,,,,
female,60.4,164,59,177,21.95,,,,,,
female,29.0,158,54,135,21.44,,,,,,
female,26.4,173,65,55,21.85,,,,,,
male,55.4,194,101,90,26.80,,,,,,
male,47.4,197,106,175,27.30,,,,,,
female,19.1,170,71,9,24.47,,,,,,
male,79.9,176,80,90,25.92,,,,,,
female,36.5,153,51,177,21.88,,,,,,
female,70.3,161,57,174,22.08,,,,,,
male,19.4,182,79,56,23.63,,,,,,
male,59.4,191,89,218,24.41,,,,,,
male,76.1,188,93,51,26.42,,,,,,
male,33.0,199,98,205,24.83,,,,,,
male,51.8,198,105,180,26.71,,,,,,
female,22.5,165,60,33,21.89,,,,,,
male,64.5,184,85,71,25.11,,,,,,
male,31.9,184,83,114,24.41,,,,,,
male,23.3,190,81,13,22.32,,,,,,
male,46.0,183,90,93,27.06,,,,,,
female,21.2,165,64,80,23.75,,,,,,
female,37.4,166,65,42,23.78,,,,,,
male,20.7,198,93,50,23.81,,,,,,
female,21.9,145,49,36,23.19,,,,,,
female,62.9,179,68,26,21.21,,,,,,
male,18.3,188,86,37,24.35,,,,,,
male,25.3,172,75,144,25.61,,,,,,
female,31.5,191,81,167,22.19,,,,,,
female,40.0,165,68,76,24.96,,,,,,
male,34.3,180,80,40,24.62,,,,,,
male,71.8,172,76,18,25.72,,,,,,
male,27.0,188,86,61,24.56,,,,,,
male,57.1,185,87,101,25.64,,,,,,
male,69.0,176,85,217,27.52,,,,,,
female,24.7,162,60,15,22.97,,,,,,
female,23.0,168,66,79,23.46,,,,,,
female,23.3,140,51,101,26.07,,,,,,
male,26.6,185,88,122,25.88,,,,,,
male,54.7,186,87,159,25.31,,,,,,
female,37.9,166,61,131,22.07,,,,,,
male,64.9,178,76,19,23.79,,,,,,
male,60.5,197,109,184,28.10,,,,,,
male,20.8,181,77,76,23.55,,,,,,
female,76.8,165,66,146,24.43,,,,,,
female,55.3,205,92,9,22.00,,,,,,
male,50.7,199,96,214,24.19,,,,,,
female,66.5,167,70,64,25.05,,,,,,
male,51.2,178,81,30,25.74,,,,,,
female,19.8,172,65,69,21.84,,,,,,
female,22.0,147,49,19,22.94,,,,,,
male,53.7,189,85,64,23.96,,,,,,
female,19.4,175,68,9,22.21,,,,,,
male,63.3,176,78,193,25.41,,,,,,
female,52.3,183,77,29,22.93,,,,,,
male,68.9,176,85,94,27.45,,,,,,
male,26.0,180,83,104,25.49,,,,,,
male,75.4,182,88,71,26.67,,,,,,
female,35.1,178,73,77,23.29,,,,,,
male,23.2,174,70,120,23.04,,,,,,
male,29.1,194,96,167,25.55,,,,,,
male,25.7,179,81,52,25.12,,,,,,
male,75.7,212,114,50,25.43,,,,,,
male,71.7,175,74,67,24.16,,,,,,
female,31.0,159,62,62,24.41,,,,,,
female,72.0,162,62,111,23.78,,,,,,
female,31.1,165,66,96,24.38,,,,,,
female,71.6,154,60,23,25.45,,,,,,
female,33.5,159,61,158,24.00,,,,,,
male,30.2,180,82,101,25.38,,,,,,
female,75.0,165,66,27,24.17,,,,,,
male,32.3,187,92,85,26.23,,,,,,
female,35.8,165,60,34,22.11,,,,,,
male,26.4,195,101,46,26.63,,,,,,
female,59.4,159,62,90,24.45,,,,,,
male,32.8,182,78,1,23.60,,,,,,
male,21.4,183,86,8,25.57,,,,,,
male,36.9,191,96,250,26.23,,,,,,
male,27.8,182,81,186,24.48,,,,,,
female,23.6,174,68,6,22.58,,,,,,
female,30.8,164,65,90,24.01,,,,,,
female,25.3,150,53,27,23.30,,,,,,
female,32.3,171,70,65,23.88,,,,,,
male,21.8,177,78,149,24.79,,,,,,
female,43.8,158,62,98,24.61,,,,,,
male,43.9,183,89,57,26.49,,,,,,
female,46.0,148,55,12,25.43,,,,,,
female,29.1,147,48,185,22.26,,,,,,
female,22.5,169,64,123,22.40,,,,,,
male,29.0,171,76,239,25.95,,,,,,
female,68.5,165,72,121,26.56,,,,,,
female,20.8,157,56,146,22.83,,,,,,
female,40.9,161,59,99,22.83,,,,,,
female,24.9,174,74,66,24.40,,,,,,
male,51.7,191,91,14,25.15,,,,,,
female,44.2,177,74,183,23.78,,,,,,
female,54.6,163,66,48,24.77,,,,,,
female,75.0,181,77,165,23.49,,,,,,
male,62.3,193,99,253,26.44,,,,,,
male,21.9,187,83,33,23.63,,,,,,
female,26.2,152,52,67,22.37,,,,,,
male,51.2,186,94,146,27.28,,,,,,
female,27.3,151,52,102,22.80,,,,,,
female,51.0,167,66,25,23.62,,,,,,
female,33.8,171,70,128,23.91,,,,,,
female,25.6,158,59,60,23.46,,,,,,
female,30.5,170,62,47,21.57,,,,,,
male,68.9,180,85,38,26.06,,,,,,
male,51.5,191,97,33,26.65,,,,,,
male,56.3,189,97,266,27.25,,,,,,
male,42.2,193,93,9,24.98,,,,,,
female,64.4,150,49,28,21.65,,,,,,
male,31.1,191,92,59,25.06,,,,,,
male,37.0,171,74,134,25.18,,,,,,
female,36.2,162,58,39,22.21,,,,,,
male,33.0,196,101,3,26.44,,,,,,
male,24.4,170,74,6,25.50,,,,,,
female,19.3,160,60,147,23.47,,,,,,
male,24.2,192,96,167,25.92,,,,,,
female,69.1,178,78,58,24.64,,,,,,
female,66.5,162,57,173,21.79,,,,,,
female,55.5,155,59,77,24.52,,,,,,
male,46.0,177,75,5,23.92,,,,,,
female,18.8,163,56,110,21.20,,,,,,
male,53.9,191,94,21,25.72,,,,,,
female,43.1,157,55,67,22.28,,,,,,
female,30.6,171,67,133,22.93,,,,,,
female,69.7,160,70,139,27.29,,,,,,
female,37.6,155,59,51,24.41,,,,,,
female,79.6,167,66,79,23.80,,,,,,
male,56.4,187,88,61,25.15,,,,,,
female,25.7,147,53,35,24.41,,,,,,
male,38.3,173,77,146,25.57,,,,,,
male,65.7,181,82,95,25.01,,,,,,
male,61.2,182,86,230,26.10,,,,,,
male,35.5,191,84,148,22.95,,,,,,
male,64.2,211,113,228,25.51,,,,,,
female,66.6,169,72,17,25.28,,,,,,
male,79.6,190,92,179,25.50,,,,,,
female,34.7,180,78,61,24.05,,,,,,
male,26.5,173,73,131,24.32,,,,,,
female,36.8,170,69,29,23.92,,,,,,
female,43.0,176,75,90,24.31,,,,,,
female,60.4,178,76,122,23.95,,,,,,
male,43.6,195,94,86,24.65,,,,,,
male,26.2,178,71,7,22.39,,,,,,
male,75.7,210,115,71,26.20,,,,,,
male,39.7,206,119,19,28.08,,,,,,
male,64.5,174,75,236,24.79,,,,,,
male,20.0,175,72,66,23.61,,,,,,
male,64.7,188,95,10,26.87,,,,,,
male,23.3,178,79,82,25.01,,,,,,
female,23.3,157,56,119,22.52,,,,,,
female,65.9,145,49,121,23.22,,,,,,
male,44.5,170,79,25,27.18,,,,,,
male,57.3,180,81,81,25.13,,,,,,
male,43.5,177,75,18,23.92,,,,,,
male,20.4,198,103,5,26.22,,,,,,
female,75.2,148,53,151,24.34,,,,,,
male,24.5,187,90,15,26.00,,,,,,
female,39.1,165,63,149,22.97,,,,,,
female,23.9,167,67,62,23.97,,,,,,
male,33.6,186,85,36,24.38,,,,,,
female,28.8,167,63,7,22.72,,,,,,
male,59.6,186,92,55,26.62,,,,,,
male,28.0,172,74,161,25.24,,,,,,
male,23.9,180,81,105,24.98,,,,,,
male,38.8,177,80,13,25.54,,,,,,
female,20.1,181,71,124,21.82,,,,,,
female,18.7,164,63,189,23.35,,,,,,
male,59.7,192,89,43,23.99,,,,,,
female,21.4,152,50,8,21.71,,,,,,
female,43.7,168,68,128,24.15,,,,,,
female,25.3,169,67,11,23.47,,,,,,
female,48.4,152,56,88,24.41,,,,,,
female,51.8,156,58,68,23.90,,,,,,
female,42.2,172,64,151,21.48,,,,,,
male,60.3,192,93,47,25.42,,,,,,
male,26.9,182,83,202,25.00,,,,,,
female,30.2,159,57,186,22.62,,,,,,
male,23.0,181,77,106,23.52,,,,,,
female,70.3,164,70,122,25.95,,,,,,
female,72.4,167,70,12,24.97,,,,,,
female,20.7,157,57,7,23.15,,,,,,
female,47.8,176,78,23,25.17,,,,,,
male,24.6,178,78,84,24.52,,,,,,
female,61.8,160,68,72,26.31,,,,,,
male,58.6,174,84,151,27.76,,,,,,
male,34.2,195,94,77,24.55,,,,,,
male,20.4,205,102,39,24.24,,,,,,
male,35.2,160,68,10,26.42,,,,,,
female,55.9,159,62,33,24.32,,,,,,
male,20.5,178,80,34,25.22,,,,,,
male,28.6,195,97,81,25.47,,,,,,
male,21.4,196,90,34,23.26,,,,,,
male,60.9,166,73,46,26.53,,,,,,
female,37.9,136,40,9,21.29,,,,,,
male,21.6,187,89,23,25.35,,,,,,
female,50.2,172,72,67,24.43,,,,,,
male,53.9,200,106,73,26.48,,,,,,
male,65.2,183,87,5,26.01,,,,,,
female,35.8,155,63,129,26.09,,,,,,
female,19.7,167,67,116,24.00,,,,,,
female,49.4,157,58,186,23.43,,,,,,
female,32.6,177,72,4,23.01,,,,,,
male,65.9,165,68,44,25.03,,,,,,
male,26.0,193,93,97,24.83,,,,,,
male,19.5,197,92,111,23.76,,,,,,
female,22.2,184,75,51,22.11,,,,,,
female,38.7,152,53,23,22.91,,,,,,
female,19.3,172,73,151,24.58,,,,,,
male,51.9,185,84,143,24.52,,,,,,
female,36.3,165,64,146,23.40,,,,,,
male,27.7,185,80,43,23.36,,,,,,
male,54.0,182,83,42,25.18,,,,,,
male,58.0,192,97,60,26.40,,,,,,
male,40.8,188,87,25,24.57,,,,,,
male,34.0,191,89,54,24.49,,,,,,
male,19.3,197,103,15,26.71,,,,,,
female,49.9,176,73,48,23.54,,,,,,
female,70.5,174,75,192,24.65,,,,,,
male,69.0,195,94,18,24.86,,,,,,
female,37.9,181,75,87,22.97,,,,,,
female,27.5,161,58,103,22.52,,,,,,
male,32.8,188,87,189,24.77,,,,,,
male,30.1,164,70,152,26.01,,,,,,
female,58.4,159,57,62,22.80,,,,,,
female,49.5,163,64,23,24.11,,,,,,
female,20.1,169,61,15,21.64,,,,,,
female,68.3,170,66,194,22.67,,,,,,
female,59.6,161,61,93,23.71,,,,,,
male,37.4,177,88,26,27.93,,,,,,
female,46.5,169,73,84,25.75,,,,,,
male,29.8,186,84,15,24.31,,,,,,
male,28.1,182,84,51,25.27,,,,,,
female,60.4,159,60,12,23.50,,,,,,
male,76.2,184,89,60,26.51,,,,,,
female,38.4,155,54,26,22.65,,,,,,
male,43.0,173,80,1,26.82,,,,,,
male,31.6,182,88,9,26.46,,,,,,
male,56.2,179,73,159,22.74,,,,,,
male,28.3,197,99,100,25.55,,,,,,
male,46.5,177,76,120,24.25,,,,,,
male,53.6,158,61,107,24.51,,,,,,
female,29.7,179,75,48,23.35,,,,,,
male,66.8,187,93,72,26.75,,,,,,
female,28.0,166,59,30,21.59,,,,,,
female,28.6,170,67,11,23.22,,,,,,
male,50.6,172,75,128,25.26,,,,,,
female,70.7,182,84,45,25.44,,,,,,
male,67.5,197,96,184,24.65,,,,,,
male,22.0,178,80,3,25.46,,,,,,
female,31.7,156,58,99,23.59,,,,,,
female,29.6,167,64,46,22.90,,,,,,
female,38.4,183,74,42,22.14,,,,,,
female,71.3,172,68,68,23.02,,,,,,
female,42.8,164,60,27,22.37,,,,,,
male,53.9,179,85,96,26.53,,,,,,
female,24.2,162,65,12,24.62,,,,,,
female,68.0,159,55,45,21.81,,,,,,
male,19.6,197,98,73,25.38,,,,,,
male,46.1,181,86,150,26.18,,,,,,
female,30.9,170,66,152,22.80,,,,,,
male,52.8,189,92,87,25.88,,,,,,
male,26.6,172,69,54,23.47,,,,,,
female,71.8,169,68,72,23.96,,,,,,
female,65.6,165,68,124,24.87,,,,,,
